,Apprehension Date,Continent,arrests,week_rolling_avg
0,2024-10-01,Africa,9,
1,2024-10-01,Asia,16,
2,2024-10-01,Europe,2,
3,2024-10-01,North America,282,
4,2024-10-01,Oceania,2,
5,2024-10-01,South America,25,
6,2024-10-02,Africa,6,49.0
7,2024-10-02,Asia,13,49.0
8,2024-10-02,Europe,5,48.0
9,2024-10-02,North America,295,90.0
10,2024-10-02,Oceania,2,50.0
11,2024-10-02,South America,30,54.0
12,2024-10-03,Africa,3,51.0
13,2024-10-03,Asia,11,51.0
14,2024-10-03,Europe,3,50.0
15,2024-10-03,North America,276,89.0
16,2024-10-03,South America,35,51.0
17,2024-10-04,Africa,2,51.0
18,2024-10-04,Asia,8,48.0
19,2024-10-04,Europe,7,49.0
20,2024-10-04,North America,266,85.0
21,2024-10-04,South America,47,92.0
22,2024-10-05,Africa,1,52.0
23,2024-10-05,Asia,2,48.0
24,2024-10-05,Europe,1,47.0
25,2024-10-05,North America,47,53.0
26,2024-10-05,South America,15,54.0
27,2024-10-06,Africa,3,17.0
28,2024-10-06,North America,44,16.0
29,2024-10-06,South America,14,18.0
30,2024-10-07,Africa,1,18.0
31,2024-10-07,Asia,3,18.0
32,2024-10-07,Europe,8,13.0
33,2024-10-07,North America,258,47.0
34,2024-10-07,Oceania,2,47.0
35,2024-10-07,South America,49,48.0
36,2024-10-08,Africa,6,47.0
37,2024-10-08,Asia,9,48.0
38,2024-10-08,Europe,4,48.0
39,2024-10-08,North America,282,87.0
40,2024-10-08,South America,40,56.0
41,2024-10-09,Africa,8,57.0
42,2024-10-09,Asia,19,53.0
43,2024-10-09,Europe,7,53.0
44,2024-10-09,North America,275,91.0
45,2024-10-09,Oceania,2,90.0
46,2024-10-09,South America,40,56.0
47,2024-10-10,Africa,7,51.0
48,2024-10-10,Asia,11,52.0
49,2024-10-10,Europe,7,50.0
50,2024-10-10,North America,303,92.0
51,2024-10-10,South America,35,58.0
52,2024-10-11,Africa,4,58.0
53,2024-10-11,Asia,2,53.0
54,2024-10-11,Europe,10,53.0
55,2024-10-11,North America,355,102.0
56,2024-10-11,South America,26,105.0
57,2024-10-12,Europe,2,62.0
58,2024-10-12,North America,34,62.0
59,2024-10-12,South America,7,62.0
60,2024-10-13,Asia,1,62.0
61,2024-10-13,Europe,1,61.0
62,2024-10-13,North America,48,17.0
63,2024-10-13,South America,5,14.0
64,2024-10-14,Asia,2,14.0
65,2024-10-14,Europe,3,10.0
66,2024-10-14,North America,100,23.0
67,2024-10-14,South America,7,24.0
68,2024-10-15,Africa,5,24.0
69,2024-10-15,Asia,10,19.0
70,2024-10-15,Europe,8,19.0
71,2024-10-15,North America,296,61.0
72,2024-10-15,Oceania,1,61.0
73,2024-10-15,South America,39,52.0
74,2024-10-16,Africa,8,52.0
75,2024-10-16,Asia,12,53.0
76,2024-10-16,Europe,5,53.0
77,2024-10-16,North America,313,96.0
78,2024-10-16,Oceania,1,54.0
79,2024-10-16,South America,45,60.0
80,2024-10-17,Africa,6,56.0
81,2024-10-17,Asia,7,56.0
82,2024-10-17,Europe,4,54.0
83,2024-10-17,North America,303,97.0
84,2024-10-17,South America,40,58.0
85,2024-10-18,Africa,7,59.0
86,2024-10-18,Asia,13,54.0
87,2024-10-18,Europe,4,54.0
88,2024-10-18,North America,274,92.0
89,2024-10-18,South America,28,96.0
90,2024-10-19,Africa,1,52.0
91,2024-10-19,Europe,1,47.0
92,2024-10-19,North America,64,55.0
93,2024-10-19,South America,12,55.0
94,2024-10-20,Africa,1,54.0
95,2024-10-20,Asia,3,16.0
96,2024-10-20,Europe,1,12.0
97,2024-10-20,North America,49,19.0
98,2024-10-20,South America,3,19.0
99,2024-10-21,Africa,2,10.0
100,2024-10-21,Asia,8,10.0
101,2024-10-21,Europe,2,10.0
102,2024-10-21,North America,290,51.0
103,2024-10-21,South America,50,58.0
104,2024-10-22,Africa,2,51.0
105,2024-10-22,Asia,11,52.0
106,2024-10-22,Europe,6,53.0
107,2024-10-22,North America,288,93.0
108,2024-10-22,South America,43,99.0
109,2024-10-23,Africa,5,58.0
110,2024-10-23,Asia,5,51.0
111,2024-10-23,Europe,6,52.0
112,2024-10-23,North America,316,96.0
113,2024-10-23,South America,47,101.0
114,2024-10-24,Africa,3,61.0
115,2024-10-24,Asia,8,56.0
116,2024-10-24,Europe,6,56.0
117,2024-10-24,North America,272,94.0
118,2024-10-24,Oceania,2,93.0
119,2024-10-24,South America,44,55.0
120,2024-10-25,Africa,5,49.0
121,2024-10-25,Asia,12,50.0
122,2024-10-25,Europe,7,50.0
123,2024-10-25,North America,297,91.0
124,2024-10-25,South America,35,57.0
125,2024-10-26,Africa,1,57.0
126,2024-10-26,Asia,2,51.0
127,2024-10-26,North America,48,57.0
128,2024-10-26,South America,5,56.0
129,2024-10-27,Africa,1,56.0
130,2024-10-27,Europe,1,13.0
131,2024-10-27,North America,68,18.0
132,2024-10-27,South America,5,19.0
133,2024-10-28,Africa,5,19.0
134,2024-10-28,Asia,7,13.0
135,2024-10-28,Europe,3,13.0
136,2024-10-28,North America,274,52.0
137,2024-10-28,South America,35,57.0
138,2024-10-29,Africa,3,47.0
139,2024-10-29,Asia,18,49.0
140,2024-10-29,Europe,7,50.0
141,2024-10-29,North America,305,92.0
142,2024-10-29,Oceania,2,92.0
143,2024-10-29,South America,35,58.0
144,2024-10-30,Africa,5,54.0
145,2024-10-30,Asia,14,55.0
146,2024-10-30,Europe,4,53.0
147,2024-10-30,North America,323,98.0
148,2024-10-30,Oceania,2,55.0
149,2024-10-30,South America,43,61.0
150,2024-10-31,Africa,2,56.0
151,2024-10-31,Asia,14,57.0
152,2024-10-31,Europe,1,56.0
153,2024-10-31,North America,280,95.0
154,2024-10-31,Oceania,1,49.0
155,2024-10-31,South America,58,57.0
156,2024-11-01,Africa,1,51.0
157,2024-11-01,Asia,6,52.0
158,2024-11-01,Europe,3,50.0
159,2024-11-01,North America,284,90.0
160,2024-11-01,Oceania,1,51.0
161,2024-11-01,South America,39,56.0
162,2024-11-02,Africa,1,48.0
163,2024-11-02,Asia,1,48.0
164,2024-11-02,Europe,2,47.0
165,2024-11-02,North America,37,52.0
166,2024-11-02,South America,5,12.0
167,2024-11-03,North America,59,21.0
168,2024-11-03,South America,6,16.0
169,2024-11-04,Africa,5,16.0
170,2024-11-04,Asia,9,18.0
171,2024-11-04,Europe,6,18.0
172,2024-11-04,North America,261,50.0
173,2024-11-04,Oceania,1,50.0
174,2024-11-04,South America,49,48.0
175,2024-11-05,Africa,2,48.0
176,2024-11-05,Asia,9,48.0
177,2024-11-05,Europe,3,47.0
178,2024-11-05,North America,274,86.0
179,2024-11-05,South America,27,52.0
180,2024-11-06,Africa,4,53.0
181,2024-11-06,Asia,7,47.0
182,2024-11-06,Europe,6,47.0
183,2024-11-06,North America,308,90.0
184,2024-11-06,Oceania,2,90.0
185,2024-11-06,South America,43,57.0
186,2024-11-07,Africa,6,54.0
187,2024-11-07,Asia,5,54.0
188,2024-11-07,Europe,4,53.0
189,2024-11-07,North America,306,96.0
190,2024-11-07,South America,34,57.0
191,2024-11-08,Africa,7,58.0
192,2024-11-08,Asia,8,53.0
193,2024-11-08,Europe,5,53.0
194,2024-11-08,North America,343,101.0
195,2024-11-08,Oceania,1,101.0
196,2024-11-08,South America,33,62.0
197,2024-11-09,Europe,2,57.0
198,2024-11-09,North America,46,63.0
199,2024-11-09,South America,3,62.0
200,2024-11-10,Africa,1,61.0
201,2024-11-10,Europe,2,13.0
202,2024-11-10,North America,40,18.0
203,2024-11-10,South America,8,15.0
204,2024-11-11,Africa,3,15.0
205,2024-11-11,Asia,3,9.0
206,2024-11-11,North America,99,22.0
207,2024-11-11,South America,9,23.0
208,2024-11-12,Africa,8,24.0
209,2024-11-12,Asia,12,20.0
210,2024-11-12,Europe,3,20.0
211,2024-11-12,North America,307,63.0
212,2024-11-12,South America,37,68.0
213,2024-11-13,Africa,5,54.0
214,2024-11-13,Asia,12,55.0
215,2024-11-13,Europe,5,54.0
216,2024-11-13,North America,295,95.0
217,2024-11-13,Oceania,1,95.0
218,2024-11-13,South America,28,55.0
219,2024-11-14,Africa,1,50.0
220,2024-11-14,Asia,12,51.0
221,2024-11-14,Europe,8,50.0
222,2024-11-14,North America,317,95.0
223,2024-11-14,South America,42,58.0
224,2024-11-15,Africa,3,59.0
225,2024-11-15,Asia,5,55.0
226,2024-11-15,Europe,1,55.0
227,2024-11-15,North America,344,103.0
228,2024-11-15,Oceania,1,102.0
229,2024-11-15,South America,42,63.0
230,2024-11-16,Europe,1,57.0
231,2024-11-16,North America,45,63.0
232,2024-11-16,South America,10,63.0
233,2024-11-17,Africa,2,64.0
234,2024-11-17,Asia,2,15.0
235,2024-11-17,North America,49,22.0
236,2024-11-17,South America,10,17.0
237,2024-11-18,Africa,3,17.0
238,2024-11-18,Asia,14,13.0
239,2024-11-18,Europe,5,12.0
240,2024-11-18,North America,254,48.0
241,2024-11-18,Oceania,2,48.0
242,2024-11-18,South America,32,46.0
243,2024-11-19,Africa,3,45.0
244,2024-11-19,Asia,16,47.0
245,2024-11-19,Europe,8,46.0
246,2024-11-19,North America,285,86.0
247,2024-11-19,South America,56,57.0
248,2024-11-20,Africa,2,57.0
249,2024-11-20,Asia,9,54.0
250,2024-11-20,Europe,5,54.0
251,2024-11-20,North America,316,97.0
252,2024-11-20,Oceania,1,96.0
253,2024-11-20,South America,36,61.0
254,2024-11-21,Africa,1,53.0
255,2024-11-21,Asia,11,54.0
256,2024-11-21,Europe,5,54.0
257,2024-11-21,North America,353,103.0
258,2024-11-21,Oceania,1,58.0
259,2024-11-21,South America,61,67.0
260,2024-11-22,Africa,2,62.0
261,2024-11-22,Asia,15,64.0
262,2024-11-22,Europe,2,63.0
263,2024-11-22,North America,329,109.0
264,2024-11-22,Oceania,1,59.0
265,2024-11-22,South America,39,64.0
266,2024-11-23,Asia,5,56.0
267,2024-11-23,Europe,1,56.0
268,2024-11-23,North America,49,61.0
269,2024-11-23,South America,4,61.0
270,2024-11-24,Africa,1,14.0
271,2024-11-24,North America,50,21.0
272,2024-11-24,South America,7,17.0
273,2024-11-25,Africa,3,16.0
274,2024-11-25,Asia,10,18.0
275,2024-11-25,Europe,4,11.0
276,2024-11-25,North America,292,52.0
277,2024-11-25,South America,47,59.0
278,2024-11-26,Africa,3,52.0
279,2024-11-26,Asia,9,53.0
280,2024-11-26,Europe,9,53.0
281,2024-11-26,North America,291,94.0
282,2024-11-26,South America,42,99.0
283,2024-11-27,Africa,5,58.0
284,2024-11-27,Asia,3,52.0
285,2024-11-27,Europe,4,52.0
286,2024-11-27,North America,248,86.0
287,2024-11-27,Oceania,1,85.0
288,2024-11-27,South America,42,49.0
289,2024-11-28,Africa,1,43.0
290,2024-11-28,Asia,1,43.0
291,2024-11-28,Europe,3,43.0
292,2024-11-28,North America,40,48.0
293,2024-11-28,South America,3,13.0
294,2024-11-29,Africa,3,13.0
295,2024-11-29,Asia,7,8.0
296,2024-11-29,Europe,1,8.0
297,2024-11-29,North America,188,35.0
298,2024-11-29,South America,25,38.0
299,2024-11-30,Asia,1,33.0
300,2024-11-30,Europe,1,32.0
301,2024-11-30,North America,40,38.0
302,2024-11-30,South America,5,37.0
303,2024-12-01,North America,33,42.0
304,2024-12-01,South America,6,16.0
305,2024-12-02,Africa,2,13.0
306,2024-12-02,Asia,7,13.0
307,2024-12-02,Europe,7,14.0
308,2024-12-02,North America,244,43.0
309,2024-12-02,South America,37,48.0
310,2024-12-03,Africa,5,44.0
311,2024-12-03,Asia,14,45.0
312,2024-12-03,Europe,3,45.0
313,2024-12-03,North America,263,82.0
314,2024-12-03,Oceania,1,81.0
315,2024-12-03,South America,40,52.0
316,2024-12-04,Africa,3,47.0
317,2024-12-04,Asia,10,48.0
318,2024-12-04,Europe,5,46.0
319,2024-12-04,North America,317,91.0
320,2024-12-04,Oceania,1,54.0
321,2024-12-04,South America,43,60.0
322,2024-12-05,Africa,4,55.0
323,2024-12-05,Asia,5,55.0
324,2024-12-05,Europe,6,54.0
325,2024-12-05,North America,288,95.0
326,2024-12-05,Oceania,1,50.0
327,2024-12-05,South America,56,58.0
328,2024-12-06,Africa,5,52.0
329,2024-12-06,Asia,9,53.0
330,2024-12-06,Europe,7,53.0
331,2024-12-06,North America,322,98.0
332,2024-12-06,South America,40,63.0
333,2024-12-07,Africa,1,63.0
334,2024-12-07,Asia,1,55.0
335,2024-12-07,Europe,1,54.0
336,2024-12-07,North America,48,60.0
337,2024-12-07,South America,12,61.0
338,2024-12-08,North America,73,25.0
339,2024-12-08,South America,10,21.0
340,2024-12-09,Africa,2,21.0
341,2024-12-09,Asia,8,22.0
342,2024-12-09,Europe,8,23.0
343,2024-12-09,North America,282,56.0
344,2024-12-09,South America,42,61.0
345,2024-12-10,Africa,8,51.0
346,2024-12-10,Asia,8,51.0
347,2024-12-10,Europe,8,52.0
348,2024-12-10,North America,292,93.0
349,2024-12-10,South America,41,97.0
350,2024-12-11,Africa,2,57.0
351,2024-12-11,Asia,9,53.0
352,2024-12-11,Europe,1,52.0
353,2024-12-11,North America,292,92.0
354,2024-12-11,South America,45,97.0
355,2024-12-12,Africa,4,56.0
356,2024-12-12,Asia,5,51.0
357,2024-12-12,Europe,4,51.0
358,2024-12-12,North America,315,95.0
359,2024-12-12,Oceania,1,95.0
360,2024-12-12,South America,48,60.0
361,2024-12-13,Africa,3,54.0
362,2024-12-13,Asia,6,55.0
363,2024-12-13,Europe,5,55.0
364,2024-12-13,North America,310,98.0
365,2024-12-13,South America,42,59.0
366,2024-12-14,Asia,2,59.0
367,2024-12-14,North America,55,60.0
368,2024-12-14,South America,16,62.0
369,2024-12-15,Europe,1,62.0
370,2024-12-15,North America,59,69.0
371,2024-12-15,South America,6,26.0
372,2024-12-16,Africa,3,20.0
373,2024-12-16,Asia,8,21.0
374,2024-12-16,Europe,3,14.0
375,2024-12-16,North America,290,53.0
376,2024-12-16,Oceania,1,53.0
377,2024-12-16,South America,35,49.0
378,2024-12-17,Africa,1,49.0
379,2024-12-17,Asia,15,50.0
380,2024-12-17,Europe,3,50.0
381,2024-12-17,North America,348,99.0
382,2024-12-17,Oceania,3,58.0
383,2024-12-17,South America,58,66.0
384,2024-12-18,Africa,3,62.0
385,2024-12-18,Asia,11,63.0
386,2024-12-18,Europe,7,62.0
387,2024-12-18,North America,298,104.0
388,2024-12-18,Oceania,1,54.0
389,2024-12-18,South America,49,61.0
390,2024-12-19,Africa,3,53.0
391,2024-12-19,Asia,11,54.0
392,2024-12-19,Europe,3,53.0
393,2024-12-19,North America,371,105.0
394,2024-12-19,Oceania,1,63.0
395,2024-12-19,South America,52,70.0
396,2024-12-20,Africa,4,64.0
397,2024-12-20,Asia,9,64.0
398,2024-12-20,Europe,4,63.0
399,2024-12-20,North America,328,110.0
400,2024-12-20,Oceania,3,57.0
401,2024-12-20,South America,53,65.0
402,2024-12-21,North America,58,66.0
403,2024-12-21,South America,7,66.0
404,2024-12-22,Africa,1,65.0
405,2024-12-22,Asia,2,65.0
406,2024-12-22,Europe,2,18.0
407,2024-12-22,North America,62,26.0
408,2024-12-22,Oceania,1,19.0
409,2024-12-22,South America,9,12.0
410,2024-12-23,Africa,4,12.0
411,2024-12-23,Asia,8,13.0
412,2024-12-23,Europe,6,13.0
413,2024-12-23,North America,324,59.0
414,2024-12-23,South America,51,58.0
415,2024-12-24,Africa,1,58.0
416,2024-12-24,Asia,4,57.0
417,2024-12-24,Europe,3,57.0
418,2024-12-24,North America,105,71.0
419,2024-12-24,South America,15,72.0
420,2024-12-25,North America,28,30.0
421,2024-12-25,South America,6,23.0
422,2024-12-26,Africa,2,23.0
423,2024-12-26,Asia,7,24.0
424,2024-12-26,Europe,4,24.0
425,2024-12-26,North America,201,38.0
426,2024-12-26,South America,41,41.0
427,2024-12-27,Africa,4,38.0
428,2024-12-27,Asia,6,38.0
429,2024-12-27,Europe,2,38.0
430,2024-12-27,North America,197,65.0
431,2024-12-27,South America,27,68.0
432,2024-12-28,Africa,2,40.0
433,2024-12-28,Asia,2,34.0
434,2024-12-28,Europe,1,34.0
435,2024-12-28,North America,40,39.0
436,2024-12-28,South America,5,39.0
437,2024-12-29,Africa,1,11.0
438,2024-12-29,Asia,1,7.0
439,2024-12-29,North America,50,14.0
440,2024-12-29,South America,12,16.0
441,2024-12-30,Africa,4,16.0
442,2024-12-30,Asia,9,12.0
443,2024-12-30,Europe,6,12.0
444,2024-12-30,North America,211,42.0
445,2024-12-30,South America,37,47.0
446,2024-12-31,Africa,2,40.0
447,2024-12-31,Asia,10,40.0
448,2024-12-31,Europe,1,39.0
449,2024-12-31,North America,216,69.0
450,2024-12-31,South America,30,72.0
451,2025-01-01,Asia,2,43.0
452,2025-01-01,North America,45,44.0
453,2025-01-01,South America,10,45.0
454,2025-01-02,Africa,5,44.0
455,2025-01-02,Asia,6,45.0
456,2025-01-02,Europe,3,14.0
457,2025-01-02,North America,250,46.0
458,2025-01-02,South America,36,51.0
459,2025-01-03,Africa,5,45.0
460,2025-01-03,Asia,6,44.0
461,2025-01-03,Europe,7,45.0
462,2025-01-03,North America,225,76.0
463,2025-01-03,Oceania,1,76.0
464,2025-01-03,South America,31,44.0
465,2025-01-04,Asia,2,40.0
466,2025-01-04,North America,37,44.0
467,2025-01-04,South America,7,44.0
468,2025-01-05,North America,46,50.0
469,2025-01-05,South America,7,19.0
470,2025-01-06,Africa,8,20.0
471,2025-01-06,Asia,4,16.0
472,2025-01-06,Europe,1,16.0
473,2025-01-06,North America,217,41.0
474,2025-01-06,South America,37,46.0
475,2025-01-07,Africa,5,40.0
476,2025-01-07,Asia,3,39.0
477,2025-01-07,Europe,2,38.0
478,2025-01-07,North America,278,78.0
479,2025-01-07,South America,36,83.0
480,2025-01-08,Africa,7,53.0
481,2025-01-08,Asia,11,49.0
482,2025-01-08,Europe,6,49.0
483,2025-01-08,North America,322,95.0
484,2025-01-08,Oceania,1,94.0
485,2025-01-08,South America,36,60.0
486,2025-01-09,Asia,5,55.0
487,2025-01-09,Europe,1,55.0
488,2025-01-09,North America,125,71.0
489,2025-01-09,Oceania,1,70.0
490,2025-01-09,South America,34,29.0
491,2025-01-10,Africa,3,29.0
492,2025-01-10,Asia,5,25.0
493,2025-01-10,Europe,5,25.0
494,2025-01-10,North America,271,63.0
495,2025-01-10,Oceania,1,46.0
496,2025-01-10,South America,40,51.0
497,2025-01-11,Asia,1,47.0
498,2025-01-11,North America,54,54.0
499,2025-01-11,South America,4,54.0
500,2025-01-12,Europe,1,53.0
501,2025-01-12,North America,48,21.0
502,2025-01-12,South America,15,23.0
503,2025-01-13,Africa,8,19.0
504,2025-01-13,Asia,14,21.0
505,2025-01-13,Europe,1,13.0
506,2025-01-13,North America,295,55.0
507,2025-01-13,South America,58,63.0
508,2025-01-14,Africa,7,57.0
509,2025-01-14,Asia,10,56.0
510,2025-01-14,Europe,6,56.0
511,2025-01-14,North America,326,100.0
512,2025-01-14,Oceania,1,100.0
