apprehension_date,apprehension_state,apprehension_aor,location
2023-09-02,,Phoenix Area of Responsibility,Phoenix
2023-09-03,,Philadelphia Area of Responsibility,Philadelphia
2023-09-03,,San Antonio Area of Responsibility,San Antonio
2023-09-03,,Miami Area of Responsibility,Miami
2023-09-03,,,#VALUE!
2023-09-03,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,Denver Area of Responsibility,Denver
2023-09-03,,Denver Area of Responsibility,Denver
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-03,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,,#VALUE!
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,Miami Area of Responsibility,Miami
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,Miami Area of Responsibility,Miami
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,,#VALUE!
2023-09-03,,Miami Area of Responsibility,Miami
2023-09-03,,Harlingen Area of Responsibility,Harlingen
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,,#VALUE!
2023-09-03,,Harlingen Area of Responsibility,Harlingen
2023-09-03,,,#VALUE!
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,WISCONSIN,Chicago Area of Responsibility,Chicago
2023-09-03,,,#VALUE!
2023-09-03,,Phoenix Area of Responsibility,Phoenix
2023-09-03,,,#VALUE!
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,Washington Area of Responsibility,Washington
2023-09-03,FLORIDA,Miami Area of Responsibility,Miami
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-03,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-03,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-03,,Dallas Area of Responsibility,Dallas
2023-09-03,,,#VALUE!
2023-09-03,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-09-03,ARKANSAS,New Orleans Area of Responsibility,New Orleans
2023-09-03,,Philadelphia Area of Responsibility,Philadelphia
2023-09-03,FLORIDA,Miami Area of Responsibility,Miami
2023-09-03,,,#VALUE!
2023-09-03,,Philadelphia Area of Responsibility,Philadelphia
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-03,,Philadelphia Area of Responsibility,Philadelphia
2023-09-03,,,#VALUE!
2023-09-03,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-03,,,#VALUE!
2023-09-03,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-03,COLORADO,Denver Area of Responsibility,Denver
2023-09-03,,Houston Area of Responsibility,Houston
2023-09-03,TEXAS,Houston Area of Responsibility,Houston
2023-09-03,,Houston Area of Responsibility,Houston
2023-09-03,FLORIDA,Miami Area of Responsibility,Miami
2023-09-03,,Houston Area of Responsibility,Houston
2023-09-03,TEXAS,Houston Area of Responsibility,Houston
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,,#VALUE!
2023-09-03,,San Antonio Area of Responsibility,San Antonio
2023-09-03,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-09-03,,Newark Area of Responsibility,Newark
2023-09-03,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-03,,Newark Area of Responsibility,Newark
2023-09-03,,Houston Area of Responsibility,Houston
2023-09-03,,,#VALUE!
2023-09-03,,Newark Area of Responsibility,Newark
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,,Newark Area of Responsibility,Newark
2023-09-04,,Newark Area of Responsibility,Newark
2023-09-04,,,#VALUE!
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,HAWAII,San Francisco Area of Responsibility,San Francisco
2023-09-04,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,FLORIDA,Miami Area of Responsibility,Miami
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,,San Antonio Area of Responsibility,San Antonio
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,,San Antonio Area of Responsibility,San Antonio
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,GEORGIA,Atlanta Area of Responsibility,Atlanta
2023-09-04,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-04,,,#VALUE!
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,,Atlanta Area of Responsibility,Atlanta
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,CALIFORNIA,San Diego Area of Responsibility,San Diego
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,,El Paso Area of Responsibility,El Paso
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-04,KANSAS,Chicago Area of Responsibility,Chicago
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,,Houston Area of Responsibility,Houston
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,TEXAS,El Paso Area of Responsibility,El Paso
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-04,IOWA,St. Paul Area of Responsibility,St. Paul
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-04,,Dallas Area of Responsibility,Dallas
2023-09-04,WISCONSIN,Chicago Area of Responsibility,Chicago
2023-09-04,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,,,#VALUE!
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,UTAH,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,OHIO,Detroit Area of Responsibility,Detroit
2023-09-04,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-04,FLORIDA,Miami Area of Responsibility,Miami
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,KENTUCKY,Chicago Area of Responsibility,Chicago
2023-09-04,NEW MEXICO,El Paso Area of Responsibility,El Paso
2023-09-04,NEW MEXICO,El Paso Area of Responsibility,El Paso
2023-09-04,NEW MEXICO,El Paso Area of Responsibility,El Paso
2023-09-04,TEXAS,Houston Area of Responsibility,Houston
2023-09-04,,El Paso Area of Responsibility,El Paso
2023-09-04,COLORADO,Denver Area of Responsibility,Denver
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,NEW MEXICO,El Paso Area of Responsibility,El Paso
2023-09-04,NEW MEXICO,El Paso Area of Responsibility,El Paso
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,,Houston Area of Responsibility,Houston
2023-09-04,,Houston Area of Responsibility,Houston
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,,,#VALUE!
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,,Phoenix Area of Responsibility,Phoenix
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-04,,,#VALUE!
2023-09-05,TEXAS,El Paso Area of Responsibility,El Paso
2023-09-05,,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-05,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2023-09-05,,St. Paul Area of Responsibility,St. Paul
2023-09-05,CALIFORNIA,San Francisco Area of Responsibility,San Francisco
2023-09-05,NEW YORK,New York City Area of Responsibility,New York City
2023-09-05,,Denver Area of Responsibility,Denver
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,NEW YORK,Buffalo Area of Responsibility,Buffalo
2023-09-05,MASSACHUSETTS,Boston Area of Responsibility,Boston
2023-09-05,FLORIDA,Miami Area of Responsibility,Miami
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,,,#VALUE!
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,,,#VALUE!
2023-09-05,CALIFORNIA,San Diego Area of Responsibility,San Diego
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,ILLINOIS,Chicago Area of Responsibility,Chicago
2023-09-05,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-09-05,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-09-05,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-09-05,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-05,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-09-05,MICHIGAN,Detroit Area of Responsibility,Detroit
2023-09-05,,Dallas Area of Responsibility,Dallas
2023-09-05,NEBRASKA,St. Paul Area of Responsibility,St. Paul
2023-09-05,,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,,Atlanta Area of Responsibility,Atlanta
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,,Philadelphia Area of Responsibility,Philadelphia
2023-09-05,TEXAS,Dallas Area of Responsibility,Dallas
2023-09-05,,Philadelphia Area of Responsibility,Philadelphia
2023-09-05,,,#VALUE!
2023-09-05,,Dallas Area of Responsibility,Dallas
2023-09-05,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-09-05,ILLINOIS,Chicago Area of Responsibility,Chicago
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,,,#VALUE!
2023-09-05,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-09-05,OKLAHOMA,Dallas Area of Responsibility,Dallas
2023-09-05,FLORIDA,Miami Area of Responsibility,Miami
2023-09-05,TEXAS,Harlingen Area of Responsibility,Harlingen
2023-09-05,TEXAS,Houston Area of Responsibility,Houston
2023-09-05,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,TEXAS,Houston Area of Responsibility,Houston
2023-09-05,IOWA,St. Paul Area of Responsibility,St. Paul
2023-09-05,TEXAS,Houston Area of Responsibility,Houston
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,ARIZONA,Phoenix Area of Responsibility,Phoenix
2023-09-05,SOUTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-05,OHIO,Detroit Area of Responsibility,Detroit
2023-09-05,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,,New Orleans Area of Responsibility,New Orleans
2023-09-05,FLORIDA,Miami Area of Responsibility,Miami
2023-09-05,NEW YORK,New York City Area of Responsibility,New York City
2023-09-05,ALABAMA,New Orleans Area of Responsibility,New Orleans
2023-09-05,LOUISIANA,New Orleans Area of Responsibility,New Orleans
2023-09-05,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,,New Orleans Area of Responsibility,New Orleans
2023-09-05,MINNESOTA,St. Paul Area of Responsibility,St. Paul
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-05,,New Orleans Area of Responsibility,New Orleans
2023-09-05,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-05,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,ILLINOIS,Chicago Area of Responsibility,Chicago
2023-09-05,CALIFORNIA,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,,Dallas Area of Responsibility,Dallas
2023-09-05,,Chicago Area of Responsibility,Chicago
2023-09-05,TEXAS,Houston Area of Responsibility,Houston
2023-09-05,,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,COLORADO,Denver Area of Responsibility,Denver
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,VIRGINIA,Washington Area of Responsibility,Washington
2023-09-05,WASHINGTON,Seattle Area of Responsibility,Seattle
2023-09-05,ILLINOIS,Chicago Area of Responsibility,Chicago
2023-09-05,,Los Angeles Area of Responsibility,Los Angeles
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,Houston Area of Responsibility,Houston
2023-09-05,TENNESSEE,New Orleans Area of Responsibility,New Orleans
2023-09-05,,Dallas Area of Responsibility,Dallas
2023-09-05,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-05,,Denver Area of Responsibility,Denver
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,NORTH CAROLINA,Atlanta Area of Responsibility,Atlanta
2023-09-05,VIRGINIA,Washington Area of Responsibility,Washington
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,INDIANA,Chicago Area of Responsibility,Chicago
2023-09-05,NEVADA,Salt Lake City Area of Responsibility,Salt Lake City
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,,,#VALUE!
2023-09-05,TEXAS,San Antonio Area of Responsibility,San Antonio
2023-09-05,GEORGIA,Atlanta Area of Responsibility,Atlanta
2023-09-05,,,#VALUE!
2023-09-05,WISCONSIN,Chicago Area of Responsibility,Chicago
2023-09-05,COLORADO,Denver Area of Responsibility,Denver
2023-09-05,KANSAS,Chicago Area of Responsibility,Chicago
2023-09-05,NEW YORK,New York City Area of Responsibility,New York City
